TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	3	450
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	1	452
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	453
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	454
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	455
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	456
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	457
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	458
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	459
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	1	460
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	3	461
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	462
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	1	463
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	3	464
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	465
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	466
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	1	467
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	5	468
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	1	469
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	3	470
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	3	471
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	2	472
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	6	473
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	474
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	5	475
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	6	476
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	9	477
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	9	478
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	10	479
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	3	480
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	6	481
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	8	482
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	5	483
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	5	484
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	7	485
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	486
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	9	487
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	7	488
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	12	489
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	6	490
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	6	491
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	9	492
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	4	493
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	5	494
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	5	495
TP_Discriminatory_SA1_20230426_barcode01.read-lengths.filt.tsv	6	496
